target_gene	probe_count	annotated_ensembl_isoform_count	matched_probe_count	unmatched_probe_count	hit_isoform_count	hit_isoforms	common_to_all_probes_count	common_to_all_probes	distinct_probe_isoform_sets	classification
S100P	5	9	5	0	9	ENST00000296370.4,ENST00000513778.1,ENST00001090557.1,ENST00001090558.1,ENST00001090559.1,ENST00001090560.1,ENST00001090561.1,ENST00001090562.1,ENST00001137612.1	2	ENST00000296370.4,ENST00001137612.1	3	multiple_isoforms_differential_probe_coverage
SAA1	5	17	5	0	17	ENST00000356524.9,ENST00000405158.3,ENST00000532858.6,ENST00000649195.2,ENST00000672418.1,ENST00000672662.1,ENST00000672712.1,ENST00000673521.1,ENST00000689650.2,ENST00001093449.1,ENST00001093450.1,ENST00001093451.1,ENST00001093452.1,ENST00001093453.1,ENST00001093454.1,ENST00001093455.1,ENST00001142980.1	3	ENST00000532858.6,ENST00001093452.1,ENST00001093455.1	4	multiple_isoforms_differential_probe_coverage
SAA2	5	38	5	0	37	ENST00000256733.9,ENST00000414546.7,ENST00000526900.2,ENST00000528349.6,ENST00000529528.6,ENST00000530400.6,ENST00000949286.2,ENST00000949287.1,ENST00000997149.1,ENST00001093490.1,ENST00001093491.1,ENST00001093492.1,ENST00001093493.1,ENST00001093494.1,ENST00001093495.1,ENST00001093496.1,ENST00001093497.1,ENST00001093498.1,ENST00001093499.1,ENST00001093500.1,ENST00001093501.1,ENST00001093502.1,ENST00001093503.1,ENST00001093504.1,ENST00001093505.1,ENST00001093506.1,ENST00001093507.1,ENST00001093508.1,ENST00001093509.1,ENST00001093510.1,ENST00001093511.1,ENST00001126117.1,ENST00001126118.1,ENST00001126119.1,ENST00001126121.1,ENST00001126122.1,ENST00001126123.1	2	ENST00000997149.1,ENST00001126117.1	4	multiple_isoforms_differential_probe_coverage
SAT1	5	26	5	0	26	ENST00000379251.7,ENST00000379253.7,ENST00000379254.6,ENST00000379270.5,ENST00000462639.1,ENST00000474223.1,ENST00000487713.1,ENST00000489394.5,ENST00000993969.1,ENST00000993970.1,ENST00000993971.1,ENST00000993972.1,ENST00000993974.1,ENST00000993976.1,ENST00000993977.1,ENST00000993978.1,ENST00001025203.1,ENST00001025204.1,ENST00001025205.1,ENST00001025207.1,ENST00001025210.1,ENST00001063491.1,ENST00001093263.1,ENST00001093264.1,ENST00001093265.1,ENST00001132174.1	15	ENST00000379270.5,ENST00000489394.5,ENST00000993969.1,ENST00000993970.1,ENST00000993971.1,ENST00000993974.1,ENST00000993978.1,ENST00001025204.1,ENST00001025205.1,ENST00001025210.1,ENST00001063491.1,ENST00001093263.1,ENST00001093264.1,ENST00001093265.1,ENST00001132174.1	4	multiple_isoforms_differential_probe_coverage
SCG5	5	33	4	1	28	ENST00000300175.9,ENST00000413748.7,ENST00000471027.1,ENST00000475752.2,ENST00000494364.6,ENST00000497208.6,ENST00000498069.6,ENST00000614359.1,ENST00000632219.1,ENST00000632674.1,ENST00000632955.1,ENST00000632972.1,ENST00000633221.1,ENST00000633420.1,ENST00000925874.1,ENST00000943780.1,ENST00000973050.1,ENST00000973051.1,ENST00000973052.1,ENST00001075306.1,ENST00001075308.1,ENST00001095360.1,ENST00001095361.1,ENST00001095362.1,ENST00001125933.1,ENST00001125934.1,ENST00001128949.1,ENST00001132876.1	0		5	incomplete_probe_mapping
SCGB3A1	5	5	5	0	5	ENST00000292641.4,ENST00000512120.1,ENST00000899434.2,ENST00001117130.1,ENST00001132269.1	3	ENST00000292641.4,ENST00000899434.2,ENST00001132269.1	2	multiple_isoforms_differential_probe_coverage
SEC23A	5	29	5	0	25	ENST00000307712.11,ENST00000537403.6,ENST00000545328.7,ENST00000548032.7,ENST00000553970.2,ENST00000555017.5,ENST00000555425.5,ENST00000556092.5,ENST00000557280.6,ENST00000557437.1,ENST00000625395.1,ENST00000857740.2,ENST00000857741.2,ENST00000857742.2,ENST00000857743.2,ENST00000919376.2,ENST00000945648.2,ENST00000945649.2,ENST00000945650.2,ENST00000945651.2,ENST00000945652.2,ENST00001051965.1,ENST00001051966.1,ENST00001080551.1,ENST00001137076.1	14	ENST00000307712.11,ENST00000545328.7,ENST00000857741.2,ENST00000857742.2,ENST00000857743.2,ENST00000919376.2,ENST00000945648.2,ENST00000945650.2,ENST00000945651.2,ENST00000945652.2,ENST00001051965.1,ENST00001051966.1,ENST00001080551.1,ENST00001137076.1	4	multiple_isoforms_differential_probe_coverage
SEC61G	5	41	5	0	41	ENST00000352861.9,ENST00000395535.8,ENST00000415949.6,ENST00000450622.2,ENST00000460484.5,ENST00000461536.1,ENST00000480303.1,ENST00000873613.2,ENST00000873614.2,ENST00000873615.2,ENST00000873616.2,ENST00000916373.2,ENST00000916374.2,ENST00000916375.2,ENST00000916376.2,ENST00000916377.2,ENST00000916378.2,ENST00000916379.2,ENST00000916380.2,ENST00000916381.2,ENST00000916382.2,ENST00000916383.2,ENST00000916384.2,ENST00000946003.2,ENST00000978144.1,ENST00001015707.1,ENST00001078555.1,ENST00001078556.1,ENST00001078557.1,ENST00001078558.1,ENST00001078559.1,ENST00001078562.1,ENST00001078563.1,ENST00001078566.1,ENST00001078567.1,ENST00001078568.1,ENST00001078569.1,ENST00001096366.1,ENST00001096367.1,ENST00001096368.1,ENST00001136884.1	19	ENST00000395535.8,ENST00000415949.6,ENST00000873614.2,ENST00000873615.2,ENST00000916373.2,ENST00000916374.2,ENST00000916376.2,ENST00000916377.2,ENST00000916378.2,ENST00000916379.2,ENST00000916381.2,ENST00000978144.1,ENST00001078555.1,ENST00001078556.1,ENST00001078557.1,ENST00001078563.1,ENST00001078567.1,ENST00001096368.1,ENST00001136884.1	5	multiple_isoforms_differential_probe_coverage
SELENOP	5	16	5	0	14	ENST00000505309.1,ENST00000506078.5,ENST00000506577.6,ENST00000507920.6,ENST00000508937.1,ENST00000509276.5,ENST00000510965.1,ENST00000511224.6,ENST00000512980.5,ENST00000513303.5,ENST00000514218.5,ENST00000514985.6,ENST00000515626.5,ENST00001133525.1	6	ENST00000506577.6,ENST00000507920.6,ENST00000511224.6,ENST00000512980.5,ENST00000514985.6,ENST00001133525.1	4	multiple_isoforms_differential_probe_coverage
SELL	5	12	5	0	11	ENST00000236147.6,ENST00000460650.5,ENST00000463108.5,ENST00000466340.1,ENST00000479657.5,ENST00000650983.1,ENST00000878074.2,ENST00000878075.2,ENST00001099194.1,ENST00001099195.1,ENST00001145748.1	5	ENST00000236147.6,ENST00000650983.1,ENST00000878074.2,ENST00000878075.2,ENST00001145748.1	4	multiple_isoforms_differential_probe_coverage
SELPLG	5	7	5	0	7	ENST00000228463.8,ENST00000388962.5,ENST00000550948.2,ENST00000884614.2,ENST00000884615.2,ENST00000942795.2,ENST00001137659.1	7	ENST00000228463.8,ENST00000388962.5,ENST00000550948.2,ENST00000884614.2,ENST00000884615.2,ENST00000942795.2,ENST00001137659.1	1	multiple_isoforms_same_probe_coverage
SERPINA1	5	76	5	0	71	ENST00000355814.9,ENST00000393087.9,ENST00000393088.9,ENST00000402629.2,ENST00000404814.9,ENST00000437397.6,ENST00000440909.6,ENST00000448921.6,ENST00000449399.7,ENST00000489769.1,ENST00000553327.5,ENST00000554720.1,ENST00000556091.1,ENST00000556955.5,ENST00000557492.5,ENST00000614317.3,ENST00000618636.3,ENST00000620666.3,ENST00000625467.2,ENST00000626480.2,ENST00000627096.2,ENST00000627097.2,ENST00000627178.2,ENST00000627595.2,ENST00000628155.2,ENST00000629092.2,ENST00000629711.1,ENST00000631256.2,ENST00000636712.2,ENST00000866514.2,ENST00000866515.2,ENST00000866516.2,ENST00000866517.2,ENST00000866518.2,ENST00000866519.2,ENST00000866520.2,ENST00000866521.2,ENST00000866522.2,ENST00000866523.2,ENST00000866524.2,ENST00000866525.2,ENST00000866526.2,ENST00000866527.2,ENST00000866528.2,ENST00000866529.2,ENST00000866530.2,ENST00000866531.2,ENST00000866532.2,ENST00000866533.2,ENST00000866534.2,ENST00000866535.2,ENST00000866536.2,ENST00000866537.2,ENST00000866538.2,ENST00000866539.2,ENST00000866540.2,ENST00000866541.2,ENST00000866542.2,ENST00000959498.2,ENST00000959499.2,ENST00000959500.2,ENST00000959501.2,ENST00000959502.1,ENST00000959503.2,ENST00000959504.1,ENST00001036832.1,ENST00001036836.1,ENST00001101663.1,ENST00001101664.1,ENST00001101665.1,ENST00001137951.1	59	ENST00000355814.9,ENST00000393087.9,ENST00000393088.9,ENST00000402629.2,ENST00000404814.9,ENST00000437397.6,ENST00000440909.6,ENST00000448921.6,ENST00000449399.7,ENST00000489769.1,ENST00000614317.3,ENST00000618636.3,ENST00000620666.3,ENST00000625467.2,ENST00000627096.2,ENST00000627097.2,ENST00000627178.2,ENST00000627595.2,ENST00000628155.2,ENST00000636712.2,ENST00000866514.2,ENST00000866515.2,ENST00000866516.2,ENST00000866517.2,ENST00000866518.2,ENST00000866519.2,ENST00000866520.2,ENST00000866521.2,ENST00000866522.2,ENST00000866523.2,ENST00000866524.2,ENST00000866525.2,ENST00000866526.2,ENST00000866527.2,ENST00000866528.2,ENST00000866529.2,ENST00000866530.2,ENST00000866531.2,ENST00000866532.2,ENST00000866533.2,ENST00000866534.2,ENST00000866535.2,ENST00000866536.2,ENST00000866537.2,ENST00000866538.2,ENST00000866539.2,ENST00000866540.2,ENST00000866541.2,ENST00000866542.2,ENST00000959498.2,ENST00000959499.2,ENST00000959500.2,ENST00000959501.2,ENST00000959502.1,ENST00000959503.2,ENST00001036832.1,ENST00001101664.1,ENST00001101665.1,ENST00001137951.1	5	multiple_isoforms_differential_probe_coverage
SERPINA3	5	47	5	0	45	ENST00000393078.5,ENST00000393080.9,ENST00000467132.6,ENST00000482740.3,ENST00000555820.1,ENST00000556388.1,ENST00000556968.2,ENST00000890363.2,ENST00000890364.2,ENST00000890365.2,ENST00000890366.2,ENST00000890367.2,ENST00000890368.2,ENST00000890369.2,ENST00000890370.2,ENST00000890371.2,ENST00000890372.2,ENST00000890373.2,ENST00000890374.2,ENST00000890375.2,ENST00000890376.2,ENST00000890377.2,ENST00000890378.2,ENST00000890379.2,ENST00000954490.2,ENST00000954491.2,ENST00000954492.2,ENST00000991511.1,ENST00000991512.1,ENST00000991514.1,ENST00000991515.1,ENST00000991516.1,ENST00000991517.1,ENST00000991520.1,ENST00001018876.1,ENST00001102505.1,ENST00001102506.1,ENST00001102507.1,ENST00001102508.1,ENST00001102509.1,ENST00001108987.1,ENST00001108988.1,ENST00001117394.1,ENST00001125239.1,ENST00001134337.1	32	ENST00000393078.5,ENST00000393080.9,ENST00000467132.6,ENST00000556968.2,ENST00000890363.2,ENST00000890364.2,ENST00000890365.2,ENST00000890367.2,ENST00000890368.2,ENST00000890369.2,ENST00000890370.2,ENST00000890371.2,ENST00000890372.2,ENST00000890373.2,ENST00000890374.2,ENST00000890375.2,ENST00000890376.2,ENST00000890377.2,ENST00000890378.2,ENST00000890379.2,ENST00000954490.2,ENST00000954491.2,ENST00000954492.2,ENST00000991511.1,ENST00000991512.1,ENST00000991515.1,ENST00000991516.1,ENST00000991520.1,ENST00001018876.1,ENST00001102506.1,ENST00001102507.1,ENST00001134337.1	3	multiple_isoforms_differential_probe_coverage
SERPINB5	5	8	5	0	8	ENST00000382771.9,ENST00000424602.1,ENST00000464346.1,ENST00000465652.5,ENST00000489441.6,ENST00000588986.1,ENST00000865015.2,ENST00001131618.1	2	ENST00000382771.9,ENST00001131618.1	4	multiple_isoforms_differential_probe_coverage
SERPINH1	5	37	5	0	36	ENST00000358171.8,ENST00000524558.6,ENST00000525492.5,ENST00000525611.5,ENST00000525876.2,ENST00000526397.5,ENST00000526638.1,ENST00000528760.1,ENST00000528990.1,ENST00000529643.1,ENST00000530284.6,ENST00000532356.5,ENST00000533449.6,ENST00000533603.6,ENST00000649490.1,ENST00000872810.2,ENST00000872811.2,ENST00000872812.2,ENST00000872813.2,ENST00000922053.2,ENST00000922054.2,ENST00000922055.2,ENST00000922056.2,ENST00000922057.2,ENST00000922058.2,ENST00000922059.2,ENST00000922060.2,ENST00000922061.2,ENST00000947468.2,ENST00000947469.2,ENST00000947470.2,ENST00000988137.1,ENST00001023364.1,ENST00001066978.1,ENST00001126006.1,ENST00001144537.1	25	ENST00000358171.8,ENST00000524558.6,ENST00000533603.6,ENST00000649490.1,ENST00000872810.2,ENST00000872811.2,ENST00000872812.2,ENST00000872813.2,ENST00000922053.2,ENST00000922054.2,ENST00000922055.2,ENST00000922056.2,ENST00000922057.2,ENST00000922058.2,ENST00000922059.2,ENST00000922060.2,ENST00000922061.2,ENST00000947468.2,ENST00000947469.2,ENST00000947470.2,ENST00000988137.1,ENST00001023364.1,ENST00001066978.1,ENST00001126006.1,ENST00001144537.1	5	multiple_isoforms_differential_probe_coverage
SFN	5	1	5	0	1	ENST00000339276.6	1	ENST00000339276.6	1	single_isoform
SIGIRR	5	52	5	0	49	ENST00000332725.8,ENST00000397632.8,ENST00000431843.7,ENST00000525299.5,ENST00000526395.6,ENST00000526788.5,ENST00000527295.5,ENST00000527987.1,ENST00000528058.3,ENST00000528209.7,ENST00000528536.1,ENST00000528698.5,ENST00000528845.7,ENST00000529486.5,ENST00000530494.3,ENST00000530683.5,ENST00000531205.6,ENST00000534145.1,ENST00000534217.5,ENST00000714411.2,ENST00000714412.2,ENST00000714413.2,ENST00000714414.2,ENST00000714415.2,ENST00000714416.2,ENST00000887764.2,ENST00000887765.2,ENST00000887766.2,ENST00000887767.2,ENST00000887768.2,ENST00000887769.2,ENST00000887770.2,ENST00000887771.2,ENST00000887772.1,ENST00000962935.2,ENST00000962936.2,ENST00000962937.2,ENST00000993101.1,ENST00000993102.1,ENST00000993103.1,ENST00000993104.1,ENST00000993105.1,ENST00001012951.1,ENST00001012952.1,ENST00001012953.1,ENST00001012954.1,ENST00001012955.1,ENST00001072635.1,ENST00001144154.1	32	ENST00000332725.8,ENST00000397632.8,ENST00000431843.7,ENST00000526395.6,ENST00000528058.3,ENST00000528209.7,ENST00000528845.7,ENST00000531205.6,ENST00000714412.2,ENST00000714413.2,ENST00000714414.2,ENST00000714415.2,ENST00000714416.2,ENST00000887764.2,ENST00000887765.2,ENST00000887766.2,ENST00000887767.2,ENST00000887768.2,ENST00000887769.2,ENST00000887770.2,ENST00000887771.2,ENST00000887772.1,ENST00000962935.2,ENST00000962936.2,ENST00000962937.2,ENST00000993102.1,ENST00000993104.1,ENST00001012951.1,ENST00001012952.1,ENST00001012955.1,ENST00001072635.1,ENST00001144154.1	4	multiple_isoforms_differential_probe_coverage
SLC2A1	5	25	5	0	20	ENST00000372500.4,ENST00000415851.6,ENST00000426263.10,ENST00000475162.3,ENST00000625233.2,ENST00000630287.2,ENST00000674545.1,ENST00000674765.2,ENST00000675112.1,ENST00000676254.1,ENST00000889576.1,ENST00000889577.2,ENST00000938860.2,ENST00000938861.2,ENST00000938862.2,ENST00000958848.2,ENST00000958849.2,ENST00001084534.1,ENST00001084536.1,ENST00001084538.1	11	ENST00000426263.10,ENST00000630287.2,ENST00000675112.1,ENST00000676254.1,ENST00000889577.2,ENST00000938860.2,ENST00000938861.2,ENST00000938862.2,ENST00000958848.2,ENST00001084536.1,ENST00001084538.1	5	multiple_isoforms_differential_probe_coverage
SLC2A4	5	16	5	0	16	ENST00000317370.13,ENST00000424875.2,ENST00000570783.5,ENST00000571308.6,ENST00000572485.5,ENST00000671706.1,ENST00000672821.1,ENST00000672921.1,ENST00000673224.1,ENST00000673275.1,ENST00000859022.2,ENST00000859023.2,ENST00000954706.1,ENST00001033919.1,ENST00001111666.1,ENST00001138211.1	6	ENST00000317370.13,ENST00000572485.5,ENST00000672821.1,ENST00000673224.1,ENST00000859022.2,ENST00001138211.1	5	multiple_isoforms_differential_probe_coverage
SLC40A1	5	38	5	0	36	ENST00000261024.7,ENST00000418714.1,ENST00000427241.5,ENST00000455320.5,ENST00000479598.5,ENST00000852923.2,ENST00000852924.2,ENST00000852925.2,ENST00000852926.2,ENST00000852927.2,ENST00000852928.2,ENST00000852929.2,ENST00000972158.2,ENST00000972159.1,ENST00000972160.2,ENST00000992401.1,ENST00000992402.1,ENST00000992403.1,ENST00000992404.1,ENST00000992406.1,ENST00001052278.1,ENST00001052280.1,ENST00001052285.1,ENST00001052286.1,ENST00001052287.1,ENST00001052291.1,ENST00001052292.1,ENST00001052293.1,ENST00001052294.1,ENST00001096854.1,ENST00001107496.1,ENST00001107497.1,ENST00001107498.1,ENST00001114037.1,ENST00001125330.1,ENST00001141651.1	23	ENST00000261024.7,ENST00000852923.2,ENST00000852924.2,ENST00000852925.2,ENST00000852926.2,ENST00000852927.2,ENST00000852928.2,ENST00000972158.2,ENST00000972159.1,ENST00000992401.1,ENST00000992402.1,ENST00000992403.1,ENST00000992404.1,ENST00000992406.1,ENST00001052278.1,ENST00001052280.1,ENST00001052285.1,ENST00001052286.1,ENST00001052287.1,ENST00001052291.1,ENST00001052292.1,ENST00001052293.1,ENST00001141651.1	3	multiple_isoforms_differential_probe_coverage
SLPI	5	4	5	0	4	ENST00000338380.2,ENST00001005381.1,ENST00001103564.1,ENST00001106012.1	2	ENST00000338380.2,ENST00001103564.1	3	multiple_isoforms_differential_probe_coverage
SMAD2	5	59	5	0	56	ENST00000262160.11,ENST00000356825.9,ENST00000402690.7,ENST00000586040.6,ENST00000586514.5,ENST00000587269.5,ENST00000587353.5,ENST00000587421.5,ENST00000591214.6,ENST00000878358.2,ENST00000878359.2,ENST00000878360.2,ENST00000878361.2,ENST00000878362.2,ENST00000878363.2,ENST00000878364.2,ENST00000878365.2,ENST00000878366.2,ENST00000878367.2,ENST00000878368.2,ENST00000878369.2,ENST00000878370.2,ENST00000878371.2,ENST00000878372.2,ENST00000936519.2,ENST00000936520.2,ENST00000936521.2,ENST00000936522.2,ENST00000936523.2,ENST00000966643.2,ENST00000966644.2,ENST00000966645.2,ENST00000966646.2,ENST00000966647.2,ENST00000966648.2,ENST00000966649.2,ENST00000966650.2,ENST00000966651.2,ENST00000966652.2,ENST00000966653.2,ENST00000966654.2,ENST00000982273.1,ENST00000982274.1,ENST00000982275.1,ENST00001028638.1,ENST00001028639.1,ENST00001028640.1,ENST00001028641.1,ENST00001028642.1,ENST00001028643.1,ENST00001107009.1,ENST00001107010.1,ENST00001107011.1,ENST00001107012.1,ENST00001107013.1,ENST00001132370.1	48	ENST00000262160.11,ENST00000356825.9,ENST00000402690.7,ENST00000586040.6,ENST00000591214.6,ENST00000878358.2,ENST00000878359.2,ENST00000878360.2,ENST00000878361.2,ENST00000878362.2,ENST00000878363.2,ENST00000878364.2,ENST00000878365.2,ENST00000878366.2,ENST00000878367.2,ENST00000878368.2,ENST00000878369.2,ENST00000878370.2,ENST00000878371.2,ENST00000936519.2,ENST00000936520.2,ENST00000936521.2,ENST00000936522.2,ENST00000936523.2,ENST00000966643.2,ENST00000966644.2,ENST00000966645.2,ENST00000966646.2,ENST00000966647.2,ENST00000966648.2,ENST00000966649.2,ENST00000966650.2,ENST00000966651.2,ENST00000966652.2,ENST00000966653.2,ENST00000966654.2,ENST00000982273.1,ENST00000982274.1,ENST00000982275.1,ENST00001028638.1,ENST00001028639.1,ENST00001028640.1,ENST00001028641.1,ENST00001028642.1,ENST00001028643.1,ENST00001107009.1,ENST00001107010.1,ENST00001132370.1	4	multiple_isoforms_differential_probe_coverage
SMAD3	5	24	5	0	20	ENST00000327367.9,ENST00000439724.8,ENST00000537194.7,ENST00000540846.7,ENST00000558428.7,ENST00000558739.3,ENST00000558763.1,ENST00000558827.3,ENST00000558894.7,ENST00000559460.7,ENST00000560424.3,ENST00000679624.1,ENST00000680689.1,ENST00000681239.1,ENST00000714107.1,ENST00000714108.1,ENST00000714109.1,ENST00000714110.1,ENST00000714111.1,ENST00001134271.1	16	ENST00000327367.9,ENST00000439724.8,ENST00000537194.7,ENST00000540846.7,ENST00000558428.7,ENST00000558739.3,ENST00000558827.3,ENST00000559460.7,ENST00000560424.3,ENST00000679624.1,ENST00000681239.1,ENST00000714107.1,ENST00000714109.1,ENST00000714110.1,ENST00000714111.1,ENST00001134271.1	4	multiple_isoforms_differential_probe_coverage
SMAD4	5	52	5	0	50	ENST00000342988.8,ENST00000398417.6,ENST00000586253.1,ENST00000588745.5,ENST00000588860.7,ENST00000589076.7,ENST00000589706.1,ENST00000589941.3,ENST00000590061.3,ENST00000590499.1,ENST00000591126.5,ENST00000592186.5,ENST00000592911.5,ENST00000593223.3,ENST00000611848.2,ENST00000684953.1,ENST00000685090.1,ENST00000685232.1,ENST00000688574.1,ENST00000688903.1,ENST00000690892.1,ENST00000691124.1,ENST00000714260.1,ENST00000714261.2,ENST00000714262.1,ENST00000714263.1,ENST00000714264.2,ENST00000714265.1,ENST00000714266.2,ENST00000714267.1,ENST00000714268.2,ENST00000714269.2,ENST00000714270.2,ENST00000714271.1,ENST00000714272.2,ENST00000714273.1,ENST00000714274.1,ENST00000877432.2,ENST00000877433.2,ENST00000932317.2,ENST00000932318.2,ENST00000932319.2,ENST00000971068.2,ENST00000971069.2,ENST00000971070.2,ENST00000971071.2,ENST00000971072.2,ENST00001039166.1,ENST00001039167.1,ENST00001131691.1	30	ENST00000342988.8,ENST00000398417.6,ENST00000588860.7,ENST00000589076.7,ENST00000589941.3,ENST00000590061.3,ENST00000593223.3,ENST00000611848.2,ENST00000714260.1,ENST00000714261.2,ENST00000714262.1,ENST00000714263.1,ENST00000714264.2,ENST00000714265.1,ENST00000714266.2,ENST00000714267.1,ENST00000714268.2,ENST00000714270.2,ENST00000714271.1,ENST00000714272.2,ENST00000714274.1,ENST00000877432.2,ENST00000971068.2,ENST00000971069.2,ENST00000971070.2,ENST00000971071.2,ENST00000971072.2,ENST00001039166.1,ENST00001039167.1,ENST00001131691.1	5	multiple_isoforms_differential_probe_coverage
SMARCB1	5	52	5	0	51	ENST00000263121.13,ENST00000344921.12,ENST00000407082.4,ENST00000407422.9,ENST00000417137.6,ENST00000477836.2,ENST00000491967.2,ENST00000618915.3,ENST00000625965.1,ENST00000626269.1,ENST00000629656.2,ENST00000629690.2,ENST00000630853.1,ENST00000631333.2,ENST00000634926.1,ENST00000635578.1,ENST00000642275.1,ENST00000643421.1,ENST00000644036.2,ENST00000644462.1,ENST00000644467.1,ENST00000644619.1,ENST00000645799.1,ENST00000646421.1,ENST00000646723.1,ENST00000646911.1,ENST00000647057.1,ENST00000877791.2,ENST00000877792.2,ENST00000877793.2,ENST00000877794.2,ENST00000877795.2,ENST00000877796.2,ENST00000877797.2,ENST00000923808.2,ENST00000948392.2,ENST00000948393.2,ENST00000992968.1,ENST00000992969.1,ENST00000992970.1,ENST00001018208.1,ENST00001018209.1,ENST00001018210.1,ENST00001018211.1,ENST00001018212.1,ENST00001018215.1,ENST00001018216.1,ENST00001018217.1,ENST00001018218.1,ENST00001066380.1,ENST00001131711.1	21	ENST00000263121.13,ENST00000344921.12,ENST00000407422.9,ENST00000618915.3,ENST00000629690.2,ENST00000630853.1,ENST00000631333.2,ENST00000644036.2,ENST00000877792.2,ENST00000877793.2,ENST00000877794.2,ENST00000877795.2,ENST00000877796.2,ENST00000877797.2,ENST00000948393.2,ENST00000992968.1,ENST00001018212.1,ENST00001018216.1,ENST00001018217.1,ENST00001066380.1,ENST00001131711.1	5	multiple_isoforms_differential_probe_coverage
SMO	5	11	5	0	10	ENST00000249373.8,ENST00000462420.2,ENST00000495998.1,ENST00000655644.1,ENST00000925241.2,ENST00000925242.2,ENST00000925243.2,ENST00000925244.2,ENST00001035283.1,ENST00001134128.1	6	ENST00000249373.8,ENST00000655644.1,ENST00000925241.2,ENST00000925243.2,ENST00001035283.1,ENST00001134128.1	5	multiple_isoforms_differential_probe_coverage
SNAI1	5	2	5	0	2	ENST00000244050.3,ENST00001085529.1	2	ENST00000244050.3,ENST00001085529.1	1	multiple_isoforms_same_probe_coverage
SNAI2	5	4	5	0	4	ENST00000020945.4,ENST00000396822.6,ENST00000649776.1,ENST00001135105.1	3	ENST00000020945.4,ENST00000649776.1,ENST00001135105.1	2	multiple_isoforms_differential_probe_coverage
SOD1	5	26	5	0	26	ENST00000270142.11,ENST00000389995.4,ENST00000470944.1,ENST00000476106.5,ENST00000877328.2,ENST00000877329.2,ENST00000877330.2,ENST00000877331.2,ENST00000877332.2,ENST00000928717.1,ENST00000928718.2,ENST00000928719.2,ENST00000928720.2,ENST00000928721.2,ENST00000989286.1,ENST00000989287.1,ENST00000989288.1,ENST00001055593.1,ENST00001077173.1,ENST00001077174.1,ENST00001077178.1,ENST00001077188.1,ENST00001077189.1,ENST00001094105.1,ENST00001094106.1,ENST00001131562.1	7	ENST00000270142.11,ENST00000877330.2,ENST00000877331.2,ENST00000989287.1,ENST00001077173.1,ENST00001094105.1,ENST00001131562.1	5	multiple_isoforms_differential_probe_coverage
SOD2	5	33	5	0	32	ENST00000337404.9,ENST00000367054.7,ENST00000367055.9,ENST00000401980.3,ENST00000444946.7,ENST00000452684.3,ENST00000535459.5,ENST00000535561.5,ENST00000537657.5,ENST00000538183.7,ENST00000541573.5,ENST00000545162.5,ENST00000546087.5,ENST00000546260.5,ENST00000881541.2,ENST00000942970.2,ENST00001001784.1,ENST00001001785.1,ENST00001001788.1,ENST00001001791.1,ENST00001001792.1,ENST00001053158.1,ENST00001053159.1,ENST00001053160.1,ENST00001053162.1,ENST00001053168.1,ENST00001053169.1,ENST00001053174.1,ENST00001114253.1,ENST00001123057.1,ENST00001123058.1,ENST00001136674.1	2	ENST00000538183.7,ENST00001136674.1	5	multiple_isoforms_differential_probe_coverage
SOSTDC1	5	3	5	0	3	ENST00000307068.5,ENST00000396652.2,ENST00001139768.1	3	ENST00000307068.5,ENST00000396652.2,ENST00001139768.1	1	multiple_isoforms_same_probe_coverage
SOX2	5	1	5	0	1	ENST00000325404.3	1	ENST00000325404.3	1	single_isoform
SOX4	5	1	5	0	1	ENST00000244745.4	1	ENST00000244745.4	1	single_isoform
SOX9	5	2	5	0	2	ENST00000245479.3,ENST00000877559.2	2	ENST00000245479.3,ENST00000877559.2	1	multiple_isoforms_same_probe_coverage
